@relation R_data_frame

@attribute avail.datasets {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute simple.classes numeric
@attribute simple.attributes numeric
@attribute simple.numeric numeric
@attribute simple.nominal numeric
@attribute simple.samples numeric
@attribute simple.dimensionality numeric
@attribute simple.numeric_rate numeric
@attribute simple.nominal_rate numeric
@attribute simple.symbols_min numeric
@attribute simple.symbols_max numeric
@attribute simple.symbols_mean numeric
@attribute simple.symbols_sd numeric
@attribute simple.symbols_sum numeric
@attribute simple.class_prob_min numeric
@attribute simple.class_prob_max numeric
@attribute simple.class_prob_mean numeric
@attribute simple.class_prob_sd numeric
@attribute statistical.skewness numeric
@attribute statistical.skewness_prep numeric
@attribute statistical.kurtosis numeric
@attribute statistical.kurtosis_prep numeric
@attribute statistical.abs_cor numeric
@attribute statistical.cancor_1 numeric
@attribute statistical.fract_1 numeric
@attribute inftheo.class_entropy numeric
@attribute inftheo.normalized_class_entropy numeric
@attribute inftheo.attribute_entropy numeric
@attribute inftheo.normalized_attribute_entropy numeric
@attribute inftheo.joint_entropy numeric
@attribute inftheo.mutual_information numeric
@attribute inftheo.equivalent_attributes numeric
@attribute inftheo.noise_signal_ratio numeric
@attribute modelbased.nodes numeric
@attribute modelbased.leaves.nodes_per_attribute numeric
@attribute modelbased.nodes_per_instance numeric
@attribute modelbased.leaf_corrobation numeric
@attribute modelbased.level_min numeric
@attribute modelbased.level_max numeric
@attribute modelbased.level_mean numeric
@attribute modelbased.level_sd numeric
@attribute modelbased.branch_min numeric
@attribute modelbased.branch_max numeric
@attribute modelbased.branch_mean numeric
@attribute modelbased.branch_sd numeric
@attribute modelbased.attribute_min numeric
@attribute modelbased.attribute_max numeric
@attribute modelbased.attribute_mean numeric
@attribute modelbased.attribute_sd numeric
@attribute modelbased.NA numeric
@attribute landmarking.naive_bayes numeric
@attribute landmarking.stump_min numeric
@attribute landmarking.stump_max numeric
@attribute landmarking.stump_mean numeric
@attribute landmarking.stump_sd numeric
@attribute landmarking.stump_min_gain numeric
@attribute landmarking.stump_random numeric
@attribute landmarking.nn_1 numeric
@attribute f1 numeric
@attribute f1v numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute n1 numeric
@attribute n2 numeric
@attribute n3 numeric
@attribute n4 numeric
@attribute t1 numeric
@attribute t2 numeric
@attribute edges numeric
@attribute degree numeric
@attribute density numeric
@attribute maxComp numeric
@attribute closeness numeric
@attribute betweenness numeric
@attribute clsCoef numeric
@attribute hubs numeric
@attribute avgPath numeric
@attribute Class {Defaults,Tuning}

@data
377_synthetic_control,6,60,60,0,600,0.1,1,0,6,6,6,0,6,0.166667,0.166667,0.166667,0,0.175323,0.175323,2.193135,2.193135,0.218184,0.972352,0.334702,1.791759,1,1.884407,0.592944,1.791759,0.587036,3.052216,2.210038,7,8,0.116667,0.011667,0.125,2,4,2.8,1.095445,2,6,4.625,1.30247,0,2,0.116667,0.372425,0.951667,0.166667,0.333333,0.301028,0.038006,0.166667,0.326667,0.968333,5.755,1.502667,0,0.975,0.975,0.354833,0.167,0.5,0.078,0.726,0.032,0.015,1,10,19188,63.96,0.106778,100,0.000003,24.015,0.158423,0.86556,1.050707,Defaults
37_diabetes,2,8,8,0,768,0.010417,1,0,2,2,2,0,2,0.348958,0.651042,0.5,0.213605,1.062997,1.062997,5.859499,5.859499,0.159899,0.550684,1,0.646799,0.933134,1.489415,0.446976,0.646799,0.045772,14.13087,31.539808,15,16,1.875,0.019531,0.0625,2,6,3.75,1.669046,3,9,5.875,1.821172,0,4,1.875,1.246423,0.761719,0.651042,0.735677,0.665039,0.030103,0.651042,0.651042,0.705729,0.576,1.426,0.252,0.007,0.022,0.689,0.35,0.5,0.438,0.84,0.294,0.293,0.999,96,35035,91.236979,0.118953,500,0.000004,331.927083,0.242249,0.692239,2.502236,Defaults
38_sick,2,27,6,21,3772,0.007158,0.222222,0.777778,2,5,2.136364,0.639602,47,0.061241,0.938759,0.5,0.620499,2.952836,5.233405,38.268637,49.647502,0.078661,0.474999,1,0.230368,0.332351,0.455806,0.307482,0.418124,0.008855,26.014577,50.472465,8,9,0.296296,0.002121,0.111111,2,6,3.2,1.788854,2,6,4.777778,1.20185,0,2,0.296296,0.608581,0.928685,0.938759,0.965536,0.939751,0.005153,0.938759,0.938759,0.963415,2.018,4.17,0,0.138,0.3,0.143,0.061,0.5,0.066,0.177,0.037,0.124,0.974,139.704,1270687,673.747084,0.178665,3541,0.000001,1888.55965,0.539885,0.619157,2.131995,Tuning
3_kr-vs-kp,2,36,0,36,3196,0.011264,0,1,2,3,2.027027,0.164399,75,0.477785,0.522215,0.5,0.031417,0,3.648712,3,50.145049,0.098612,0.799823,1,0.69216,0.998576,0.40906,0.580578,1.087945,0.013275,52.140402,29.814463,8,9,0.222222,0.002503,0.111111,2,2,2,0,2,9,5.888889,2.571208,0,1,0.222222,0.421637,0.88204,0.522215,0.683354,0.550488,0.043965,0.522215,0.522215,0.90363,0.002,6.842,0,0.183,0.433,0.766,0.062,0.082,0.273,0.714,0.156,0.262,1,88.778,0,0,0,1,0,0,1,0.745433,0,Tuning
40474_thyroid-allbp,5,26,6,20,2800,0.009286,0.230769,0.769231,2,5,2.142857,0.654654,45,0.011071,0.582857,0.2,0.237891,2.348961,5.473472,25.939293,62.48123,0.094178,0.61556,0.404247,1.058895,0.657929,0.424523,0.296134,1.201011,0.027401,38.644951,14.493184,4,5,0.153846,0.001429,0.2,2,4,2.666667,1.154701,3,4,3.4,0.547723,0,1,0.153846,0.367946,0.578214,0.582857,0.642143,0.586511,0.013331,0.582857,0.582857,0.608571,0.164,4.4078,0,0.322,1.282,0.3388,0.1378,0.4066,0.532,0.482,0.398,0.553,0.997,105.808,352087,251.490714,0.08985,1632,0,688.311786,0.282605,0.637578,2.163629,Tuning
40475_thyroid-allhyper,5,26,6,20,2800,0.009286,0.230769,0.769231,2,5,2.142857,0.654654,45,0.011071,0.582857,0.2,0.237891,2.348961,5.473472,25.939293,62.48123,0.094178,0.61556,0.404247,1.058895,0.657929,0.424523,0.296134,1.201011,0.027401,38.644951,14.493184,4,5,0.153846,0.001429,0.2,2,4,2.666667,1.154701,3,4,3.4,0.547723,0,1,0.153846,0.367946,0.578214,0.582857,0.642143,0.586511,0.013331,0.582857,0.582857,0.608571,0.164,4.4078,0,0.322,1.282,0.3388,0.1378,0.4066,0.532,0.482,0.398,0.553,0.997,105.808,352087,251.490714,0.08985,1632,0,688.311786,0.282605,0.637578,2.163629,Tuning
40496_LED-display-domain-7digit,10,7,7,0,500,0.014,1,0,10,10,10,0,10,0.074,0.114,0.1,0.011926,2.927699,2.927699,10.535559,10.535559,0.117919,0.886641,0.238067,2.295917,0.997104,0.608992,0.197018,2.295917,0.292546,7.848062,1.081698,9,10,1.285714,0.018,0.1,2,8,4.5,2.516611,4,5,4.4,0.516398,1,2,1.285714,0.48795,0.748,0.198,0.21,0.204286,0.004821,0.198,0.21,0.692,0.632,1.5326,45,0,0,0.2027,0.1001,0.5,0.849,3.005,0.836,0.572,1,20.857,9319,37.276,0.074701,57,0.000004,7.39,0.094792,0.864375,1.412281,Tuning
40499_texture,11,40,40,0,5500,0.007273,1,0,11,11,11,0,11,0.090909,0.090909,0.090909,0,0.45987,0.45987,3.753873,3.753873,0.651381,0.989646,0.130702,2.397895,1,2.235449,0.519381,2.397895,0.781005,3.070271,1.862275,13,14,0.325,0.002364,0.071429,2,6,3.25,1.488048,2,9,6.428571,2.13809,0,2,0.325,0.572332,0.776364,0.151091,0.181818,0.176227,0.009137,0.151091,0.181273,0.991091,10.29,5.633909,0.000005,0.942,0.942,0.224455,0.091,0.5,0.026,0.358,0.009,0.017,0.987,136.825,1063243,386.633818,0.07031,500,0,61.926545,0.090497,0.919364,1.449627,Tuning
40_sonar,2,60,60,0,208,0.288462,1,0,2,2,2,0,2,0.466346,0.533654,0.5,0.047594,1.077616,1.077616,4.66891,4.66891,0.23788,0.788122,1,0.69088,0.99673,1.241146,0.470299,0.69088,0.032362,21.348651,37.352233,6,7,0.1,0.028846,0.142857,2,6,4,2,3,4,3.857143,0.377964,0,1,0.1,0.302532,0.730769,0.533654,0.759615,0.610897,0.055737,0.591346,0.634615,0.875,0.466,5.595,0.000001,0.053,1,0.647,0.183,0.127,0.288,0.741,0.125,0.06,1,3.467,2482,23.865385,0.115292,111,0.000046,54.615385,0.239549,0.578358,2.051106,Tuning
43_haberman,2,3,2,1,306,0.009804,0.666667,0.333333,2,12,7,7.071068,14,0.264706,0.735294,0.5,0.332756,1.567859,2.89112,8.503495,11.057503,0.22775,0.364375,1,0.577922,0.833765,1.546318,0.586095,1.384445,0.029385,19.667423,51.623191,9,10,3,0.029412,0.1,2,6,3,1.67332,3,7,4.8,1.398412,1,5,3,2,0.764706,0.735294,0.74183,0.737473,0.003774,0.735294,0.74183,0.683007,1.515,0.005,0.718,0.029,0.033,0.53,0.265,0.5,0.507,0.641,0.35,0.415,0.859,102,5724,37.411765,0.122662,225,0.000033,140.424837,0.310033,0.658016,2.53881,Tuning
444_analcatdata_boxing2,2,3,0,3,132,0.022727,0,1,2,12,6.75,5.5,27,0.462121,0.537879,0.5,0.053569,0,3.402631,3,16.331166,0.598171,0.734259,1,0.690275,0.995856,1.822918,0.94845,2.405609,0.107584,6.416172,15.944202,4,5,1.333333,0.030303,0.2,2,2,2,0,2,5,3.8,1.30384,0,2,1.333333,1.154701,0.848485,0.568182,0.833333,0.661616,0.148904,0.583333,0.568182,0.431818,1.203,0.313,1,0,0,0.894,0.462,0.5,0.394,1,0.348,0.443,1,44,1093,16.560606,0.126417,69,0.000102,66.992424,0.17414,0.774024,3.36786,Defaults
446_prnn_crabs,2,7,6,1,200,0.035,0.857143,0.142857,2,2,2,0,4,0.5,0.5,0.5,0,0.082815,0.070985,2.341924,2.150221,0.726402,0.962822,1,0.693147,1,1.376084,0.626766,0.792168,0.051319,13.506593,25.814225,7,8,1,0.035,0.125,2,4,2.8,1.095445,3,6,4.375,1.187735,0,3,1,1.414214,0.62,0.5,0.705,0.610714,0.082332,0.5,0.68,0.97,0.475,1.692,0.384,0.08,0.395,0.793,0.35,0.29,0.095,0.303,0.03,0.155,0.98,28.571,2111,21.11,0.10608,100,0.000049,114.29,0.178678,0.744774,3.242222,Tuning
448_analcatdata_boxing1,2,3,0,3,120,0.025,0,1,2,12,6.5,5.259911,26,0.35,0.65,0.5,0.212132,0,3.02374,3,12.59815,0.591952,0.788346,1,0.647447,0.934068,1.799452,0.96043,2.31481,0.132089,4.901591,12.623019,3,4,1,0.025,0.25,2,2,2,0,2,4,3.25,0.957427,0,2,1,1,0.891667,0.666667,0.833333,0.727778,0.091793,0.683333,0.666667,0.616667,4.958,0.305,0.727,0.25,0.25,0.698,0.35,0.5,0.283,1,0.217,0.425,1,40,991,16.516667,0.138796,62,0.00012,53.45,0.165493,0.836848,3.256478,Defaults
44_spambase,2,57,57,0,4601,0.012389,1,0,2,2,2,0,2,0.394045,0.605955,0.5,0.149843,12.193151,12.193151,281.314146,281.314146,0.041485,0.748289,1,0.670523,0.96736,0.333445,0.079025,0.670523,0.023999,27.940007,12.8943,6,7,0.105263,0.001304,0.142857,2,4,2.4,0.894427,3,6,4.285714,1.380131,0,1,0.105263,0.30962,0.713541,0.605955,0.79374,0.653249,0.057612,0.605955,0.683547,0.91328,0.347,9.662,0,0.091,0.383,0.55,0.17,0.162,0.172,0.42,0.088,0.13,0.961,80.719,1240054,539.036731,0.117182,2788,0,2381.335362,0.182715,0.789205,3.141214,Tuning
450_analcatdata_lawsuit,2,4,3,1,264,0.015152,0.75,0.25,2,2,2,0,4,0.07197,0.92803,0.5,0.605326,0.847833,0.900964,3.709865,3.345841,0.278857,0.543498,1,0.258704,0.373232,1.321028,0.654337,0.415858,0.064047,4.039263,19.625782,2,3,0.5,0.007576,0.333333,2,2,2,0,2,3,2.666667,0.57735,0,1,0.5,0.57735,0.969697,0.92803,0.958333,0.935606,0.015152,0.92803,0.92803,0.958333,3.859,1.128,0.1,0.735,0.92,0.195,0.072,0.5,0.057,0.127,0.042,0.03,0.659,66,5990,45.378788,0.172543,245,0.000167,159.602273,0.610728,0.644061,2.409267,Tuning
451_irish,2,5,2,3,500,0.01,0.4,0.6,2,10,4.25,3.86221,17,0.444,0.556,0.5,0.079196,0.259291,1.932891,2.679918,9.144809,0.235244,0.97673,1,0.686862,0.990932,1.403138,0.749861,1.214446,0.200239,3.430213,6.007322,1,2,0.2,0.002,0.5,2,2,2,0,2,2,2,0,0,1,0.2,0.447214,0.982,0.556,0.988,0.7252,0.166359,0.556,0.624,0.986,0.418,0.672,0.311,0.128,0.204,0.651,0.206,0.208,0.058,0.079,0.012,0.188,0.97,100,14321,57.284,0.114798,278,0.000008,167.558,0.223802,0.680938,2.309456,Defaults
452_analcatdata_broadwaymult,2,14,8,0,690,0.023672,1,0,2,4,2.714286,0,5,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7,8,0.444444,0.009901,0.125,2,4,2.8,1.035098,2,6,4.333333,1.112697,0,2,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,1.412,0.544,8.628,0.421,1.242,0.284714,0.142857,0.5,0.937,1.053,0.891,0.617,1,40.714,1995,14,0.049296,116,0.000016,25.596491,0.129992,0.424867,1.818141,Tuning
4534_PhishingWebsites,2,30,0,30,11055,0.002714,0,1,2,3,2.258065,0.444803,70,0.443057,0.556943,0.5,0.080529,0,1.900061,3,8.67503,0.140391,0.868603,1,0.686648,0.990624,0.578775,0.706846,1.229393,0.03603,19.057465,15.063524,2,3,0.066667,0.000181,0.333333,2,2,2,0,2,3,2.666667,0.57735,0,1,0.066667,0.253708,0.930258,0.556943,0.888919,0.595643,0.08273,0.556943,0.556943,0.973134,1.852,3.322,0,0.133,0.133,1.312,0.101,0.071,0.109,0.203,0.041,0.132,0.995,368.5,8894924,1609.212845,0.145577,6157,0,1997.352058,0.222487,0.512107,1.721295,Defaults
4550_MiceProtein,2,14,8,0,690,0.023672,1,0,2,4,2.714286,0,5,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7,8,0.444444,0.009901,0.125,2,4,2.8,1.035098,2,6,4.333333,1.112697,0,2,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,0.533,1.59,0.004,0.237,0.644,0.409,0.155,0.5,0.289,0.641,0.188,0.273,0.998,40.714,30163,55.857407,0.051768,150,0.000001,51.666667,0.098127,0.746092,1.926622,Tuning
455_cars,2,14,8,0,690,0.023672,1,0,2,4,2.714286,0,5,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7,8,0.444444,0.009901,0.125,2,4,2.8,1.035098,2,6,4.333333,1.112697,0,2,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,0.755,2.200667,0.172,0.493,0.719,0.442,0.194,0.381,0.372,0.263,0.251,0.38,1,58,8140,40.098522,0.099009,254,0.000013,258.29803,0.195501,0.798019,3.894494,Defaults
458_analcatdata_authorship,4,70,70,0,841,0.083234,1,0,4,4,4,0,4,0.065398,0.376932,0.25,0.144393,1.026614,1.026614,5.315292,5.315292,0.108066,0.960383,0.350674,1.238942,0.893708,1.553712,0.461412,1.238942,0.169282,7.318823,8.178265,8,9,0.114286,0.009512,0.111111,2,6,4,1.632993,3,5,4.333333,0.707107,0,2,0.114286,0.400827,0.992866,0.384067,0.678954,0.490114,0.070038,0.46849,0.608799,0.996433,1.613,9.64125,0,0.869,7.319,0.49625,0.25,0.5,0.014,0.782,0.004,0,1,12.014,56888,135.286564,0.161055,317,0.000002,63.989298,0.206838,0.700033,1.520205,Tuning
461_analcatdata_creditscore,2,6,3,3,100,0.06,0.5,0.5,2,6,3,2,12,0.27,0.73,0.5,0.325269,1.421093,2.634047,6.369309,13.134825,0.229752,0.603196,1,0.583259,0.841465,0.663072,0.445502,0.8236,0.0302,19.313423,20.956264,1,2,0.166667,0.01,0.5,2,2,2,0,2,2,2,0,0,1,0.166667,0.408248,0.95,0.73,0.99,0.788333,0.101669,0.73,0.76,0.76,0.675,1.606,0,0.72,1,0.538,0.27,0.5,0.38,0.769,0.25,0.24,0.96,16.667,857,17.14,0.173131,72,0.000276,54.4,0.266752,0.777579,3.07903,Tuning
463_backache,2,32,6,26,180,0.177778,0.1875,0.8125,2,10,2.703704,1.957526,73,0.138889,0.861111,0.5,0.510688,0.5389,2.656518,3.366348,14.904891,0.184767,0.662427,1,0.402941,0.581321,0.659327,0.521411,0.796009,0.01063,37.90582,61.024738,2,3,0.0625,0.011111,0.333333,2,2,2,0,2,3,2.666667,0.57735,0,1,0.0625,0.245935,0.866667,0.861111,0.861111,0.861111,0,0.861111,0.861111,0.761111,1.185,3.875,0,0.172,0.394,0.298,0.139,0.5,0.306,0.783,0.217,0.128,1,5.625,2193,24.366667,0.136127,155,0.000178,149.555556,0.277112,0.668608,3.18517,Tuning
464_prnn_synth,2,2,2,0,250,0.008,1,0,2,2,2,0,2,0.5,0.5,0.5,0,0.056267,0.056267,2.207184,2.207184,0.168718,0.722538,1,0.693147,1,1.608564,0.580167,0.693147,0.231677,2.991872,5.943142,2,3,1,0.008,0.333333,2,2,2,0,2,3,2.666667,0.57735,1,1,1,0,0.844,0.7,0.852,0.776,0.10748,0.7,0.852,0.872,1.947,3.433,0.3,0.244,0.368,0.707,0.188,0.138,0.224,0.252,0.128,0.176,0.916,125,4416,35.328,0.14188,125,0.000032,102.676,0.176154,0.767974,2.909806,Defaults
466_schizo,2,14,12,2,340,0.041176,0.857143,0.142857,2,3,2.333333,0.57735,7,0.479412,0.520588,0.5,0.029116,0.419733,0.47479,4.196345,3.701372,0.417058,0.341149,1,0.692299,0.998777,1.218107,0.512951,0.807562,0.015947,43.413368,75.386243,12,13,0.857143,0.035294,0.076923,2,4,3,1.069045,2,9,6.076923,2.059998,0,9,0.857143,2.381245,0.588235,0.520588,0.6,0.565126,0.02272,0.520588,0.561765,0.623529,0.063,0.492,0.031,0.094,0.294,0.855,0.412,0.393,0.565,0.91,0.376,0.328,1,24.286,5107,30.041176,0.088617,97,0.000011,50.491176,0.143842,0.872305,2.391538,Defaults
469_analcatdata_dmft,6,4,0,4,797,0.005019,0,1,2,9,5.4,2.880972,27,0.154329,0.194479,0.166667,0.01496,0,2.147105,3,6.831153,0.305395,0.282917,0.36082,1.788499,0.998181,1.398061,0.946594,3.157537,0.029023,61.624215,47.17133,8,9,2,0.010038,0.111111,2,6,4,1.632993,3,5,4.333333,0.707107,1,3,2,0.816497,0.276035,0.194479,0.214555,0.202321,0.009739,0.205772,0.194479,0.340025,0.199,0.088667,15,0,0,0.3335,0.166667,0.5,0.9,3.786,0.836,0.828,1,199.25,10667,26.76788,0.033628,136,0.000002,108.663739,0.055907,0.729777,2.82451,Tuning
470_profb,2,8,5,3,672,0.011905,0.625,0.375,2,28,15.5,14.456832,62,0.333333,0.666667,0.5,0.235702,0.375297,5.289662,2.668021,37.139097,0.22157,0.576661,1,0.636514,0.918296,1.885313,0.593674,1.485693,0.014674,43.375953,127.476709,18,19,2.25,0.026786,0.052632,2,8,4.5,2.329929,3,9,6.105263,1.663154,0,8,2.25,2.712405,0.744048,0.666667,0.678571,0.668899,0.004429,0.666667,0.666667,0.471726,0.651,0.114,0.536,0.009,0.016,0.667,0.333,0.5,0.705,1.03,0.531,0.405,1,84,24342,72.446429,0.107968,448,0.000006,212.541667,0.368979,0.565927,2.141129,Tuning
475_analcatdata_germangss,4,5,1,4,400,0.0125,0.2,0.8,2,5,3.6,1.516575,18,0.25,0.25,0.25,0,2.346828,1.304257,9.462476,3.40568,0.119149,0.539321,1,1.386294,1,1.041575,0.840238,2.307328,0.024296,57.059425,41.870888,11,12,2.2,0.0275,0.083333,2,6,3.666667,1.505545,3,7,5.083333,1.311372,0,4,2.2,1.48324,0.3825,0.25,0.385,0.277,0.060374,0.25,0.25,0.1175,0.289,0.000071,1.948,0.185,0.185,0.5,0.25,0.5,1,22.455,1,0.602,1,80,5420,27.1,0.06792,100,0.000008,95.97,0.108659,0.789799,3.058182,Tuning
481_biomed,2,8,7,1,209,0.038278,0.875,0.125,2,7,4.5,3.535534,9,0.358852,0.641148,0.5,0.199614,0.850477,2.521076,4.529968,20.010498,0.196335,0.772583,1,0.652755,0.941726,1.042058,0.413225,0.786683,0.104204,6.264183,9.000142,5,6,0.625,0.023923,0.166667,2,2,2,0,2,6,4.333333,1.632993,0,1,0.625,0.517549,0.894737,0.641148,0.842105,0.738038,0.082309,0.641148,0.641148,0.894737,0.989,12.035,0.000343,0.33,0.928,0.607,0.344,0.49,0.215,0.59,0.105,0.139,0.976,26.125,2330,22.296651,0.107195,134,0.000052,157.507177,0.183666,0.811051,3.828527,Defaults
48_tae,3,5,3,2,151,0.033113,0.6,0.4,2,3,2.333333,0.57735,7,0.324503,0.344371,0.333333,0.010116,0.461777,1.17899,2.287681,4.485006,0.196687,0.421226,0.684125,1.098306,0.999721,1.045097,0.611133,1.265164,0.059515,18.454336,16.56029,7,8,1.4,0.046358,0.125,2,4,3.5,1,3,5,4.25,0.886405,1,2,1.4,0.547723,0.582781,0.377483,0.450331,0.411921,0.025819,0.410596,0.450331,0.668874,0.097,0.365333,1.692,0.106,0.238,0.655667,0.333333,0.5,0.583,0.701,0.344,0.437,0.974,30.2,761,10.07947,0.067196,52,0.000065,49.251656,0.082628,0.675044,2.951735,Defaults
49_heart-c,2,13,6,7,303,0.042904,0.461538,0.538462,2,4,2.625,0.744024,21,0.455446,0.544554,0.5,0.06301,0.854331,1.258032,4.423601,4.556939,0.143743,0.749812,1,0.689172,0.994265,1.009726,0.638819,1.063733,0.069473,9.919943,13.534007,5,6,0.384615,0.016502,0.166667,2,4,3.333333,1.154701,3,4,3.666667,0.516398,0,2,0.384615,0.767948,0.844884,0.544554,0.765677,0.66489,0.076332,0.544554,0.693069,0.755776,0.522,4.053,0.209,0.017,0.059,0.557,0.182,0.134,0.363,0.677,0.251,0.083,1,23.308,4905,32.376238,0.107206,165,0.000022,100.006601,0.232042,0.617908,2.340429,Defaults
50_tic-tac-toe,2,9,0,9,958,0.009395,0,1,2,3,2.9,0.316228,29,0.346555,0.653445,0.5,0.217004,0,0.997124,3,2.195485,0.173804,0.966025,1,0.645288,0.930954,1.066086,0.970393,1.698325,0.013049,49.450451,80.697486,19,20,2.111111,0.019833,0.05,2,12,6.333333,4.273952,4,7,5.55,0.825578,1,3,2.111111,0.781736,0.69833,0.653445,0.699374,0.658548,0.01531,0.653445,0.653445,0.796451,0.004,0.141,1,0,0,0.693,0.347,0.5,0.517,0.965,0.326,0.43,1,106.444,0,0,0,1,0.000001,0,1,0.745433,0,Tuning
51_heart-h,2,12,5,7,294,0.040816,0.416667,0.583333,2,4,2.625,0.744024,21,0.360544,0.639456,0.5,0.19722,0.760603,2.995527,4.245005,19.089093,0.126547,0.74712,1,0.653731,0.943134,0.855279,0.516552,0.919673,0.060695,10.770831,13.091525,5,6,0.416667,0.017007,0.166667,2,2,2,0,2,6,4.333333,1.632993,0,2,0.416667,0.668558,0.860544,0.639456,0.812925,0.687075,0.068796,0.639456,0.659864,0.751701,0.768,4.574,0,0.044,0.133,0.45,0.187,0.202,0.34,0.661,0.241,0.17,0.969,24.5,4861,33.068027,0.11286,188,0.000027,107.469388,0.23467,0.62176,2.345546,Defaults
53_heart-statlog,2,13,13,0,270,0.048148,1,0,2,2,2,0,2,0.444444,0.555556,0.5,0.078567,0.966648,0.966648,3.703976,3.703976,0.115723,0.738409,1,0.686962,0.991076,1.002562,0.361598,0.686962,0.06795,10.109829,13.754442,6,7,0.461538,0.022222,0.142857,2,4,3,1.154701,3,5,4,0.816497,0,2,0.461538,0.660225,0.859259,0.555556,0.762963,0.662963,0.074336,0.555556,0.618519,0.755556,0.76,4.594,0.196,0.015,0.093,0.532,0.156,0.124,0.367,0.672,0.244,0.172,1,20.769,3933,29.133333,0.108302,150,0.000028,90.37037,0.220743,0.618714,2.362595,Defaults
