@relation R_data_frame

@attribute dataset {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute PC59 numeric
@attribute PC60 numeric
@attribute PC61 numeric
@attribute PC62 numeric
@attribute PC63 numeric
@attribute PC64 numeric
@attribute PC65 numeric
@attribute PC66 numeric
@attribute PC67 numeric
@attribute PC68 numeric
@attribute PC69 numeric
@attribute PC70 numeric
@attribute PC71 numeric
@attribute PC72 numeric
@attribute PC73 numeric
@attribute PC74 numeric
@attribute PC75 numeric
@attribute PC76 numeric
@attribute PC77 numeric
@attribute PC78 numeric
@attribute PC79 numeric
@attribute PC80 numeric
@attribute Class {Defaults,Tuning}

@data
307_vowel,7.853295,-2.920283,-2.659018,0.263888,2.364795,1.361887,-1.28899,-0.134576,-0.027383,-1.882904,-0.343693,0.119175,-1.247163,1.363706,-0.217509,0.737215,0.934222,0.142795,0.573155,0.286605,-0.181332,0.173303,-0.064078,0.287289,0.382087,0.041023,-0.873092,-1.037991,0.86835,0.211055,-0.260103,-0.993427,-0.304144,0.262623,-0.032394,-0.884218,-1.049031,0.352772,-0.30971,0.078062,-0.22594,-0.529856,-0.047212,0.209152,-0.237966,-0.018913,-0.289668,-0.538691,0.20823,0.082593,-0.083464,0.357302,0.076995,0.374255,-0.047162,0.307449,-0.134079,0.106033,-0.373058,-0.192979,-0.156588,-0.175928,-0.097315,0.114419,-0.070848,0.119871,0.021996,-0.021057,0.151699,-0.166886,-0.029014,0.041245,-0.033028,-0.06325,-0.000589,0.019259,-0.000346,0,0,0,Tuning
30_page-blocks,-3.535118,-2.69406,-4.016706,-0.830961,0.536045,0.521094,-1.430961,-0.516818,0.203044,-1.17851,-0.554043,-0.721871,-0.714378,-1.103131,0.27706,0.622325,-0.378117,-1.113504,-0.029542,-0.643951,0.145182,1.040132,1.225797,0.070694,0.053871,-0.245991,-0.703699,-0.650703,0.393448,-0.649821,-0.070082,0.544706,0.049021,-0.576312,-0.637764,-0.033585,0.100003,0.902333,-0.560039,-0.872124,0.102307,-0.810902,0.73421,-0.439177,0.819665,0.185901,0.272753,0.181784,-0.769946,0.060585,-0.162511,-0.411975,0.196816,0.292942,0.020682,0.0561,0.127132,-0.035554,-0.012502,-0.011222,0.092874,0.094266,-0.003319,-0.009001,-0.203812,-0.003363,0.006671,-0.083068,0.030193,0.032361,0.069882,0.002142,-0.02,-0.008179,-0.004376,-0.006954,-0.002962,0,0,0,Tuning
310_mammography,-7.100893,-6.395153,-5.409367,1.270557,0.145864,3.050858,1.651734,-1.78702,0.134086,0.268643,0.553627,-0.437765,-1.13734,-3.273295,0.681677,1.079007,-0.261666,-0.441606,0.996138,0.904206,1.136526,-0.308369,1.517096,0.096402,0.422892,-0.304911,-0.849198,0.510662,-0.433577,0.336348,1.616394,0.038238,-1.655603,0.420297,0.223425,0.000882,0.893383,-0.786144,-0.302417,-0.773438,0.279052,0.540981,0.701461,0.415949,-0.187567,0.102554,-0.093998,-0.556356,-0.132528,0.145792,0.320238,0.489997,-0.017068,0.002179,0.359768,-0.151258,-0.048674,-0.011492,0.049364,-0.010653,-0.113891,-0.018253,-0.055876,-0.014376,0.104041,0.043094,-0.0657,0.055292,0.067677,0.060786,0.007708,-0.026901,-0.028969,-0.013131,0.022315,-0.003045,-0.000963,0,0,0,Tuning
311_oil_spill,-4.56841,-0.897194,-0.535861,-1.989434,0.14379,-1.366925,-1.625025,1.501332,-0.404165,-1.367309,0.548679,0.64094,0.49241,0.102016,0.973445,0.02195,-1.633938,-0.540007,0.406349,-0.635312,-0.011417,0.381343,0.058903,0.338984,-0.305924,0.722061,0.650021,-0.40497,-0.354958,1.116005,-0.172469,-0.170207,0.450305,-0.302987,0.279505,-0.54193,0.751362,0.036247,0.322924,-0.527707,-0.112098,0.195785,0.285826,-0.039427,-0.014693,0.102494,-0.219632,0.202268,0.043052,0.033788,-0.09132,0.169382,0.152125,-0.359409,-0.023007,-0.117241,0.051401,-0.096037,-0.047446,-0.007381,0.188725,0.034585,-0.125345,0.009882,-0.050331,0.054818,0.00436,0.031837,0.043461,-0.106258,0.038603,-0.009123,0.009866,0.034501,-0.009165,0.005049,-0.002897,0,0,0,Tuning
316_yeast_ml8,-5.861118,-1.788342,-1.192565,-0.670214,0.774936,0.056706,0.497475,5.760123,-1.157272,-0.185306,1.681171,1.112075,-1.012415,1.462393,0.182467,-3.960711,-2.339389,-2.846689,0.894819,0.745391,1.669338,1.573603,-2.320364,0.787519,-2.938932,0.487203,1.735423,-0.075448,-0.852118,1.286397,0.427954,-1.628832,0.727088,1.070317,-1.799918,-0.230767,0.859918,-0.650423,-0.495892,0.451095,0.309124,-0.281938,0.341824,-0.147616,-0.135839,-0.080743,0.121656,-0.175173,-0.057651,-0.065256,0.108945,-0.185052,-0.084201,0.040216,0.073099,0.115724,-0.090608,0.002069,-0.024603,0.00442,-0.08203,0.032858,0.04899,0.024223,0.003601,0.043385,0.001713,0.001501,0.027055,0.014813,-0.022512,0.008377,-0.00007,-0.008258,0.002451,-0.001986,0.00045,0,0,0,Tuning
31_credit-g,-0.106273,-1.12929,2.682128,-0.714565,-0.36959,1.508883,0.305925,0.743276,-0.816919,1.408592,-0.399764,-1.663174,-0.826164,0.886987,1.013756,0.532684,-0.606085,0.301078,0.136386,-0.530722,0.508051,-0.265701,0.092123,-0.896613,-1.117673,0.224416,-0.203013,1.19365,-0.262184,-0.313026,-0.189671,0.127741,-0.002732,0.079259,0.156422,-0.412179,0.151612,-0.232237,0.292895,0.002349,0.43144,-0.061743,-0.066617,-0.391705,-0.152948,-0.444053,-0.105904,0.142325,0.021119,0.03678,-0.14211,0.069752,0.143634,0.070025,-0.11085,0.166227,-0.057567,-0.04787,-0.064148,0.037152,0.065012,0.197813,-0.064191,-0.025506,-0.028056,0.05608,0.01961,-0.012593,-0.026131,0.054337,0.087812,0.050502,-0.014185,-0.043533,-0.014411,0.011461,-0.001815,0,0,-0,Tuning
329_hayes-roth,3.00415,-2.121801,2.017115,0.403561,1.168841,-0.884281,0.23196,-0.859323,0.450392,1.708736,0.458845,-1.036583,-0.833688,-0.28364,-2.0986,-0.345559,2.663259,-0.039964,0.048228,-0.120761,0.537935,0.917994,0.401032,-0.432063,-0.219644,-0.220891,-0.435565,-0.943309,-0.571905,0.145628,0.094999,-0.569635,-0.532327,0.179687,0.370905,-0.483423,0.252266,-0.877483,1.422432,0.718939,-0.198927,-0.338917,0.399242,-0.154525,0.07149,0.289046,0.035243,0.301965,0.137664,0.132334,0.139145,0.222484,-0.078761,-0.317464,-0.297786,0.036432,0.235466,-0.199264,-0.14002,-0.084094,0.114036,0.097952,0.119605,0.01121,0.01113,-0.09153,0.123843,-0.032168,0.082762,0.021607,0.029564,-0.015806,-0.081461,0.01524,0.008967,0.018651,0.001735,-0,0,0,Tuning
32_pendigits,5.704453,-1.314677,-6.160994,1.14209,1.984046,1.38118,0.7368,-1.459184,-1.22971,-1.656771,0.207477,0.649749,-0.705224,-0.224704,0.813249,0.698823,-0.949256,0.539529,-0.958495,1.504652,0.6207,-1.104268,0.270577,-0.47578,-0.416037,0.876716,0.2773,0.172131,0.109725,0.960635,-0.692712,0.368759,-1.129586,0.109441,-0.322938,0.045228,0.335446,0.02371,-0.709809,0.192208,-1.181942,0.233483,-0.879349,-0.251503,0.427603,0.356657,0.343913,0.035447,0.304135,-0.051858,0.660966,-0.133462,-0.098229,-0.212964,-0.00392,0.047332,0.033426,0.213297,0.014642,-0.019883,0.226487,0.088692,-0.025126,0.031499,-0.162578,-0.01823,0.023519,0.055027,0.029503,-0.032799,0.042501,0.03794,0.004268,-0.013098,0.033637,-0.002158,0.000901,-0,0,-0,Tuning
333_monks-problems-1,1.520708,-0.042744,3.476545,1.626099,2.009262,2.141273,1.934925,0.027723,-0.21493,1.821922,-1.503124,-1.028615,-0.469454,0.779185,-1.039934,0.375523,0.115409,0.014997,0.42412,-1.216521,0.721703,-0.328711,-0.781838,-0.386457,0.427663,-0.39586,0.111636,-0.055156,0.994303,0.940317,-0.060903,-0.668233,-0.127497,-0.015314,0.532332,0.188145,-0.31512,0.476263,-0.640419,0.290241,0.129307,-0.130203,0.649883,-0.096336,0.300234,0.065974,-0.060741,-0.000532,-0.013196,-0.248301,0.232403,0.314755,0.11371,0.041946,0.05794,-0.060975,-0.044905,-0.058233,-0.280095,0.053401,0.16263,-0.074432,-0.109484,-0.027389,0.079268,0.033192,0.070259,-0.051172,-0.084072,0.043711,-0.033203,-0.052227,-0.032051,0.038841,-0.016465,-0.003031,-0.001762,-0,0,0,Defaults
334_monks-problems-2,4.144336,-10.948047,5.943954,1.642111,1.068187,4.111671,0.219487,4.363009,-0.256817,-0.56742,0.209073,6.322917,-1.786309,1.68133,0.863233,-0.479624,-0.439899,-2.047153,1.601236,0.09964,1.273776,-0.34642,-0.758458,-1.622706,-0.322252,-0.976599,-1.448116,-1.090149,1.085186,-0.335869,-0.312092,0.435822,0.071636,-0.349905,0.916322,0.804539,0.00064,-0.564449,0.372031,-0.134128,-0.682227,0.160558,-0.128089,0.107437,-0.039426,0.247015,0.04821,0.199791,-0.331714,0.141188,0.159163,-0.124978,0.104983,0.076323,0.032951,-0.23692,-0.095159,-0.104821,0.011211,0.092756,0.023326,-0.093595,0.079935,0.015642,0.006425,-0.105353,0.049502,0.009129,-0.038778,-0.0051,0.033757,0.025377,0.058192,-0.027134,-0.004812,0.001443,0.001819,0,0,0,Tuning
335_monks-problems-3,-0.03803,2.447547,3.127393,2.681833,2.4578,1.901685,1.784391,0.097538,-0.850199,0.024972,-1.342693,1.072825,1.037467,-0.424155,-0.787093,0.798526,-0.656441,0.02402,0.767472,-1.06312,0.706381,0.150915,-0.403964,0.241688,0.798489,0.03595,0.55612,-0.381352,0.382084,0.569767,-0.429487,-0.116435,-0.242233,-0.211739,-0.09448,0.135692,-0.290669,0.665648,-0.417507,0.172557,0.583986,0.15706,0.315488,-0.338067,-0.276594,-0.204576,-0.060635,-0.133161,0.015219,0.306412,0.163006,0.111693,-0.123431,-0.313073,-0.179962,0.064929,0.008933,-0.14286,-0.009504,-0.249105,0.061293,0.072166,-0.119401,0.195828,-0.056944,-0.019231,-0.001154,-0.041959,0.04582,0.104931,-0.005832,-0.117737,-0.021905,0.031123,-0.005118,-0.011153,0.001368,0,-0,0,Defaults
336_SPECT,-1.904625,0.804369,3.097758,0.716695,0.065379,0.9635,0.765417,2.847572,-1.066294,1.128613,-1.692358,-2.420881,-0.533992,-0.266297,-1.122454,0.421432,0.029372,-0.344451,-0.740426,0.013142,0.296015,-0.827489,0.162179,0.194574,-0.101318,-1.312465,0.784998,0.622566,-0.326557,1.025813,-0.34808,0.039766,0.032331,-0.349668,0.556401,-0.258352,-0.370951,0.461888,-0.071242,0.464088,0.14881,-0.340932,-0.24975,0.433359,-0.316541,-0.075107,0.08353,0.074201,-0.031747,0.208509,0.073996,-0.264304,0.213639,0.116205,-0.116828,-0.216859,-0.052335,0.080393,0.225744,0.022664,-0.000897,-0.053567,-0.027781,0.014102,0.075898,-0.04041,-0.183261,-0.071691,0.145158,-0.024147,-0.019751,0.031872,0.065205,-0.016493,0.01278,-0.00162,0.002293,0,0,0,Tuning
338_grub-damage,4.772292,-0.083353,2.245264,1.922003,-1.917444,0.02195,-0.483759,0.331598,-0.368039,-1.531941,-0.691715,-0.2862,-1.323351,-1.051051,-1.024512,1.200678,0.503764,0.107108,0.639975,0.324657,-0.699881,0.246365,-0.593106,0.163764,0.456812,-0.984118,0.954161,-0.448608,-0.858918,0.011016,0.199284,0.311147,-0.137748,-0.144435,-0.885602,0.343035,-0.008599,-0.115734,0.043755,-0.099487,-0.049822,-0.045656,-0.282449,-0.09249,-0.381514,-0.033587,-0.05866,0.196063,-0.067499,0.030327,0.005928,-0.060423,0.034127,-0.0539,0.018227,-0.181873,0.226913,-0.119613,0.113087,0.099219,-0.077079,0.082844,-0.049131,-0.013291,-0.042626,0.127669,0.096742,0.067982,-0.049072,-0.009114,-0.075006,0.066848,-0.039461,-0.020085,0.037393,-0.01194,-0.002774,0,0,0,Tuning
35_dermatology,2.955667,5.02749,-1.457068,-1.032792,1.639714,3.061258,1.636766,2.494945,2.113254,-1.296527,-3.022957,-2.543909,-0.531196,0.817552,-0.063538,1.276515,-0.234449,-0.951504,0.184048,0.08097,1.542738,-0.171964,1.591122,-0.537461,-1.709559,-0.508697,0.085541,-1.797511,-2.599954,-1.320451,-0.319869,0.090911,1.282127,2.658858,1.049757,1.042046,-0.43365,0.781008,-0.195299,-0.822906,-0.51011,0.010732,-0.374822,-0.097662,-0.224121,0.129636,-0.182123,-0.077295,0.049387,0.12062,0.090589,0.03072,-0.110698,-0.040089,-0.092317,0.014549,-0.004935,-0.070121,-0.011519,-0.077772,-0.041479,0.077481,-0.013249,-0.040029,0.022851,0.03665,0.059155,0.021814,0.004836,0.018696,0.006321,-0.011091,-0.009775,-0.014547,-0.004613,0.017551,0.000334,0,-0,0,Tuning
36_segment,4.665945,1.669386,-3.958307,-0.894671,1.917204,-0.060156,0.094346,-1.443916,-0.243657,0.187851,-0.836787,-1.039713,-0.932911,1.654629,-0.172035,-0.08839,0.393634,-0.53382,-0.908446,0.823499,0.736138,0.323934,0.313329,0.426704,-0.626981,0.248679,0.117766,-0.108411,0.671873,0.332805,-0.122469,0.200975,-0.037189,0.080875,0.173982,0.099477,-0.14589,-0.083705,-0.023739,-0.304094,0.017995,-0.096374,0.265607,-0.181165,0.114745,-0.201556,-0.267035,-0.405421,-0.013436,-0.173539,-0.107277,0.074407,0.024388,-0.103658,-0.040225,-0.21669,0.059861,-0.109222,0.092509,0.082747,-0.072299,-0.130087,0.153032,-0.047195,-0.009555,-0.122513,0.115274,-0.005981,-0.024406,-0.006191,-0.043597,0.016336,0.016118,-0.023517,-0.002265,-0.012872,0.002557,-0,-0,-0,Tuning
377_synthetic_control,4.285987,2.605807,-3.395572,0.010048,2.443614,-0.796922,0.368522,-0.478725,-0.546982,-0.542892,0.051383,-0.018502,-0.873176,1.208991,-0.700232,-0.183851,-0.062198,0.038532,-1.059283,0.52387,0.821296,0.338059,-0.049132,0.329135,-0.92154,0.406552,1.008167,0.569229,0.627748,-0.121291,-0.127663,0.01472,0.024825,-0.902472,0.581757,0.163265,0.107033,-0.144749,0.283997,0.058689,0.54993,0.127549,0.137319,0.267241,0.138594,-0.078265,-0.059185,-0.211209,0.086238,0.22257,-0.051965,0.23196,0.128026,0.106736,0.071494,-0.184171,0.234019,0.021361,0.038763,-0.021264,-0.052896,0.195444,0.180197,0.117845,0.148298,-0.150693,0.075491,-0.002177,0.017527,-0.016723,-0.007024,0.084609,-0.022074,-0.06328,-0.039427,-0.000816,-0.003905,-0,0,-0,Defaults
37_diabetes,1.093292,-3.444266,2.352125,-0.490375,1.323333,0.212568,0.067605,-0.864791,-0.537019,1.333425,0.917078,-0.06786,0.038991,-0.049741,-0.017243,-0.025755,0.674879,0.906641,-0.394685,-0.560168,0.326236,0.154629,0.579584,-0.222188,-0.038041,0.846118,0.225446,0.336584,-0.152693,-0.061637,-0.161256,0.141816,-0.205842,0.557574,-0.095737,0.067511,0.350903,0.103245,-0.009357,0.011954,0.071812,-0.255567,-0.066387,0.356738,0.057924,0.332244,0.357972,-0.07982,0.033466,0.072101,0.07712,-0.02479,0.257068,-0.011206,0.015805,-0.246257,0.08522,0.064179,-0.256113,-0.050469,-0.184598,0.215987,0.128151,0.034446,-0.041527,0.093381,0.017261,0.012058,-0.060477,0.015866,0.009895,-0.053026,0.08127,-0.0282,-0.001359,-0.013797,-0.000512,-0,0,0,Defaults
38_sick,-5.028146,-1.428304,-0.303723,-0.746735,0.519972,2.669658,-0.316229,2.682126,-1.56944,-0.618709,-1.632575,-0.63088,0.455528,-0.484586,-0.319098,0.266031,-0.434383,-0.791194,-0.43967,0.096404,0.286436,-0.228392,1.24426,0.555824,-0.141141,-0.247001,-0.089252,0.915516,-0.023745,0.071046,1.234549,-0.163455,0.225793,-0.066604,0.085627,-0.040978,-0.779768,-0.363315,0.727132,0.197454,0.34764,0.089837,-0.229004,-0.461739,0.528867,-0.079158,-0.361431,0.031081,0.256564,-0.104198,-0.103826,0.223933,-0.096394,0.136763,-0.106071,0.002256,0.371285,-0.149215,-0.176119,-0.092074,-0.05915,-0.094081,0.071895,-0.098571,0.075725,0.022967,-0.122491,0.06577,-0.056061,-0.019815,0.025202,-0.007731,0.04064,0.022375,0.003777,-0.007506,0.002184,0,0,0,Tuning
3_kr-vs-kp,0.373056,2.597869,2.066532,0.276361,1.297603,4.45994,2.82929,2.546933,-1.349384,2.361593,-2.971033,-1.970839,1.111144,0.191929,0.166845,-0.926692,-0.258886,0.199557,-2.261105,2.029573,-2.150901,1.057457,0.272628,-0.080626,-1.168631,0.539971,-2.021778,-0.675398,-0.241223,-0.047038,-0.482341,-0.098951,0.009472,-0.233085,-0.509436,-0.411644,-0.39946,-0.034559,0.032214,1.015907,0.265281,0.31,-0.810301,0.64626,0.711549,-0.128018,0.062937,-0.168887,-0.231064,0.179317,-0.257606,-0.026987,0.202934,0.038523,-0.003863,-0.134355,0.030376,-0.236323,0.007554,0.063415,0.158661,-0.032244,-0.004592,-0.015628,-0.094801,0.003672,-0.001175,0.049918,-0.001609,0.023363,-0.050553,-0.058902,-0.001465,-0.053658,-0.007104,-0.00531,-0.002819,0,-0,0,Tuning
40474_thyroid-allbp,0.019765,1.083039,0.174015,0.072176,-2.846359,0.883531,0.72798,1.368041,-1.40458,-2.108432,-1.585694,-0.843741,0.984623,-0.402555,-0.148911,0.397112,-0.488382,-1.829147,-0.787002,-0.552956,-1.010361,-0.585643,1.652342,0.417809,0.10712,-0.878132,-0.250599,-0.541659,0.349003,0.323964,-0.188095,0.194927,0.679901,-0.076971,-0.773593,0.159097,-0.115879,-0.068207,0.021452,0.020563,0.365492,0.074322,-0.174354,-0.036615,0.1015,0.287234,0.470699,0.023725,0.201772,-0.042429,0.058716,0.082923,0.057646,-0.033877,0.145037,0.138575,0.046629,0.066541,-0.022927,0.009715,-0.145849,-0.061196,0.018847,0.022896,0.050563,-0.00422,0.087405,0.068378,0.056885,-0.04721,0.029242,-0.04329,-0.004548,0.040556,0.003595,-0.004651,-0.000679,0,-0,0,Tuning
40475_thyroid-allhyper,0.019765,1.083039,0.174015,0.072176,-2.846359,0.883531,0.72798,1.368041,-1.40458,-2.108432,-1.585694,-0.843741,0.984623,-0.402555,-0.148911,0.397112,-0.488382,-1.829147,-0.787002,-0.552956,-1.010361,-0.585643,1.652342,0.417809,0.10712,-0.878132,-0.250599,-0.541659,0.349003,0.323964,-0.188095,0.194927,0.679901,-0.076971,-0.773593,0.159097,-0.115879,-0.068207,0.021452,0.020563,0.365492,0.074322,-0.174354,-0.036615,0.1015,0.287234,0.470699,0.023725,0.201772,-0.042429,0.058716,0.082923,0.057646,-0.033877,0.145037,0.138575,0.046629,0.066541,-0.022927,0.009715,-0.145849,-0.061196,0.018847,0.022896,0.050563,-0.00422,0.087405,0.068378,0.056885,-0.04721,0.029242,-0.04329,-0.004548,0.040556,0.003595,-0.004651,-0.000679,0,-0,0,Tuning
40496_LED-display-domain-7digit,6.655843,-1.486914,-1.496786,1.365151,-4.278113,-1.561207,-0.260095,-0.461854,-0.056413,-3.017758,-0.641474,1.002467,6.624954,-0.933139,0.181295,2.019196,0.789467,1.268886,-2.57087,1.410045,4.737469,3.341871,-1.680791,-0.831194,0.552013,-0.896947,-2.036367,1.841319,-0.6712,0.709589,-0.028914,-0.523576,0.759705,0.332792,-0.110571,-0.191391,0.038324,0.050491,-0.04996,0.009634,-0.242065,0.097974,0.02723,0.085085,0.155914,-0.021905,0.11268,0.054243,0.117281,-0.134803,-0.051738,0.047096,-0.053949,0.083039,-0.082762,-0.100464,0.032531,0.033,0.074527,0.044754,-0.04988,-0.052066,-0.062702,-0.025342,-0.02418,-0.022875,-0.040818,-0.006616,-0.017587,0.045616,0.03579,-0.01883,0.022224,0.028426,-0.000129,0.003026,-0.000338,-0,-0,-0,Tuning
40499_texture,6.170528,0.851925,-5.729251,-0.560225,2.287888,0.198697,-0.240782,-0.861207,-0.698251,-0.076284,-0.475551,-0.731409,-1.766319,1.560251,0.721784,0.312317,-0.664181,0.809582,-0.879535,1.824734,0.658606,-0.721187,-0.525294,0.548125,-0.524619,-0.22607,0.466329,0.290508,0.126961,0.365208,-0.000513,0.720871,-0.357301,0.180829,0.248737,0.104749,-0.154419,-0.263505,0.186399,0.15582,-0.044253,0.037813,0.184869,-0.189036,0.459756,-0.196222,0.318141,-0.037001,0.094537,-0.205622,-0.131253,-0.057606,-0.093422,-0.122158,-0.011171,0.061778,0.008631,0.029746,-0.077435,-0.004162,0.157315,0.032099,0.11422,-0.004438,-0.049888,0.053674,0.029583,-0.003129,-0.041862,-0.016199,-0.013205,-0.069806,0.020182,0.051592,0.01423,0.02075,-0.000886,-0,0,-0,Tuning
40_sonar,0.251995,1.329525,1.824107,-0.83738,1.987223,-0.468011,1.572377,-0.198489,-0.829238,-0.816045,1.683073,2.120389,1.138174,-1.388421,-0.139538,-0.7076,-0.165904,1.038105,0.496617,-0.05263,-0.523508,-0.013512,-0.280824,0.030462,0.085356,-0.396047,0.201223,-0.742013,-0.269826,0.250957,-0.155288,-0.541086,0.410835,-0.335384,0.241927,0.07633,-0.381749,0.101788,0.325699,0.005624,0.080326,0.068722,0.043685,-0.159327,0.247663,-0.186091,-0.04666,-0.175996,-0.034411,-0.132936,-0.008786,0.271734,-0.080898,0.151687,0.128412,-0.004129,-0.065104,-0.142562,-0.051568,0.152862,0.192085,0.074233,-0.023661,0.061634,-0.032552,0.099048,0.015848,0.044452,-0.057684,-0.02014,0.020077,-0.023258,-0.019271,-0.009672,0.066941,0.010488,0.000427,-0,-0,-0,Tuning
43_haberman,0.304652,-3.808973,2.920987,1.414594,0.342107,0.329969,-1.611275,-0.198726,1.757725,1.436328,-0.10121,0.657079,0.64124,0.413895,-0.248761,0.517253,1.629348,-1.058888,0.184122,-0.128621,-0.511451,-0.327262,0.464604,0.131845,0.015714,-0.030677,0.381249,0.651204,-0.742568,0.268418,0.135304,-0.36119,-0.64271,-0.118107,-0.501186,0.350369,0.097094,-0.298083,-0.250752,0.075569,-0.46919,0.061582,-0.019243,-0.311072,-0.091366,0.076163,0.004232,-0.476325,0.223129,0.159487,-0.069989,0.127757,0.369212,0.170962,-0.252836,0.188354,0.022389,0.091995,0.000568,-0.047722,0.110875,0.073409,-0.046496,-0.037063,-0.055412,-0.014355,0.103457,-0.097592,-0.065782,0.072893,-0.075036,0.041897,0.063358,-0.004968,0.016564,-0.042071,0.003014,0,0,0,Tuning
